Tweet ID,Date,Positive Sentiments,Neutral Sentiments,Negative Sentiments
548621553,10/19/18 15:19,0.283333333,0,0
3238148796,10/19/18 15:15,0,0,0
741194701,10/19/18 15:14,0,0,0
1.03308E+18,10/19/18 14:59,0,0,0
8.72058E+17,10/19/18 14:52,0,0,0
1.02429E+18,10/19/18 14:45,0.25,0,0
236422033,10/19/18 14:44,0,0,0
2644873445,10/19/18 14:42,0,0,0
9.84985E+17,10/19/18 14:38,0.312121212,0,0
8.64878E+17,10/19/18 14:31,0,0,-0.055555556
1.01484E+18,10/19/18 14:15,0.2,0,0
149825769,10/19/18 13:55,0,0,0
8.92315E+17,10/19/18 13:54,0,0,0
7.54835E+17,10/19/18 13:42,1,0,0
1102658178,10/19/18 13:35,0,0,0
8.81194E+17,10/19/18 13:35,0,0,0
9.9461E+17,10/19/18 13:29,0,0,0
1.00535E+18,10/19/18 13:26,0.15,0,0
3247100168,10/19/18 13:26,0,0,-0.033333333
8.09408E+17,10/19/18 13:16,0.119047619,0,0
9.83694E+17,10/19/18 13:14,0.2,0,0
1.03754E+18,10/19/18 13:13,0,0,0
9.26935E+17,10/19/18 13:11,0,0,0
2730153695,10/19/18 12:59,0,0,0
3293829526,10/19/18 12:55,0.22,0,0
7.39002E+17,10/19/18 12:51,0,0,0
1.00943E+18,10/19/18 12:50,0.4,0,0
8.83865E+17,10/19/18 12:40,0,0,0
9.7396E+17,10/19/18 12:40,0,0,-0.4
7.74351E+17,10/19/18 12:39,0,0,0
1.01374E+18,10/19/18 12:31,0,0,0
8.75045E+17,10/19/18 11:53,0.3,0,0
617055629,10/19/18 11:48,0,0,0
7.14303E+17,10/19/18 11:41,0.5,0,0
2175748738,10/19/18 11:26,0,0,0
390139515,10/19/18 11:08,0,0,0
562207202,10/19/18 10:46,0,0,0
7.52629E+17,10/19/18 10:19,1,0,0
270389931,10/19/18 10:17,0,0,-1
1002169069,10/19/18 9:45,0,0,0
3330139138,10/19/18 9:44,0,0,0
7.05158E+17,10/19/18 9:29,0,0,-0.1
420875454,10/19/18 9:04,0,0,0
8.76257E+17,10/19/18 9:00,0,0,0
2278193030,10/19/18 8:56,0,0,0
3330139138,10/19/18 8:55,0,0,0
9.44594E+17,10/19/18 8:47,0,0,0
2209238608,10/19/18 8:29,0,0,-0.6
1386268514,10/19/18 8:14,0,0,0
